SIZE, BASE_RES_MEAN, BASE_RES_STD, OPT_RES_MEAN, OPT_RES_STD
8192,12.186614116032919, 0.7793725270460616, 12.619372049967447, 0.9480384248500592
10240,29.022806485493977, 1.4106344776789954, 25.238006273905437, 0.6137642505749502
12288,47.4007883866628, 4.91044093129528, 38.90787959098816, 1.403957567776284
14336,88.48582164446513, 3.8169858615048113, 68.16344332695007, 2.381072660901761
16384,124.65185324350993, 6.91346642617225, 108.97134240468343, 1.6006924802612235
18432,187.52620069185892, 12.40485404347904, 142.31137641270956, 14.414799278082704
20480,230.27611756324768, 7.089591402000255, 186.0743293762207, 12.801119026316902
